X, Y, Pressure, TiltX, TiltY, Time
443.6025,288.8,0.107177734375,7164,8634,00:02.1573714
442.4625,287.533333333333,0.131103515625,7227,10942,00:02.1573714
442.1775,287.026666666667,0.1435546875,7472,11266,00:02.1734487
441.3225,286.266666666667,0.169677734375,8390,11852,00:02.1886622
440.7525,285.76,0.181884765625,9542,12053,00:02.1886622
440.7525,285.76,0.181884765625,9781,12018,00:02.2042411
440.7525,285.76,0.1796875,10413,12126,00:02.2234037
439.6125,286.013333333333,0.174560546875,11203,12063,00:02.2391913
438.9,286.393333333333,0.174560546875,11427,11914,00:02.2549875
438.33,286.646666666667,0.174560546875,11563,11806,00:02.2703382
437.9025,286.646666666667,0.10205078125,11698,11849,00:02.2703382
436.4775,288.166666666667,0.06103515625,12273,12021,00:02.3389956
436.4775,288.42,0.06103515625,12273,12021,00:02.3548767
435.9075,289.18,0.11083984375,12273,12021,00:02.3548767
435.9075,289.18,0.13818359375,12273,12021,00:02.3702780
435.6225,289.686666666667,0.17626953125,12273,12021,00:02.4014849
435.48,289.94,0.19140625,12273,12021,00:02.4079964
435.195,290.066666666667,0.22412109375,12273,12021,00:02.4236341
434.91,290.066666666667,0.24560546875,12273,12021,00:02.4392593
434.4825,290.193333333333,0.269775390625,12273,12021,00:02.4548816
433.9125,290.573333333333,0.315673828125,12273,12021,00:02.4706829
433.3425,291.333333333333,0.356689453125,12273,12021,00:02.4861284
432.63,292.346666666667,0.376708984375,12273,12021,00:02.5017364
432.4875,292.853333333333,0.39013671875,12273,12021,00:02.5017364
432.345,293.233333333333,0.39599609375,12273,12021,00:02.5238805
431.775,295.386666666667,0.42724609375,12273,12021,00:02.5395087
431.0625,298.173333333333,0.457275390625,12273,12021,00:02.5395087
430.92,298.68,0.46337890625,12273,12021,00:02.5551303
430.635,300.706666666667,0.481689453125,12273,12021,00:02.5551303
430.4925,301.466666666667,0.485595703125,12273,12021,00:02.5707515
430.4925,303.493333333333,0.4951171875,12273,12021,00:02.5865063
430.2075,306.28,0.4951171875,12273,12021,00:02.6021437
430.4925,309.193333333333,0.4951171875,12273,12021,00:02.6241792
431.205,313.246666666667,0.5048828125,12227,11976,00:02.6398449
432.2025,315.906666666667,0.5283203125,12227,11976,00:02.6398449
432.345,316.54,0.537353515625,12227,11976,00:02.6551546
432.915,318.313333333333,0.5576171875,12227,11976,00:02.6707252
434.1975,320.846666666667,0.580322265625,12247,11952,00:02.6707252
434.625,321.48,0.586669921875,12247,11952,00:02.6862757
435.3375,323.506666666667,0.604736328125,12247,11952,00:02.7018977
437.19,326.293333333333,0.62939453125,12247,11952,00:02.7084054
437.9025,327.306666666667,0.641845703125,12247,11952,00:02.7240420
438.9,328.826666666667,0.66943359375,12247,11952,00:02.7240420
439.3275,329.206666666667,0.67138671875,12247,11952,00:02.7494584
440.61,330.726666666667,0.674560546875,12268,11927,00:02.7516040
441.6075,332.12,0.685546875,12254,11819,00:02.7672376
445.17,334.4,0.694580078125,12037,11533,00:02.7828538
447.45,336.046666666667,0.700439453125,11866,11254,00:02.8085449
450.015,337.82,0.704345703125,11852,11166,00:02.8241765
452.865,339.846666666667,0.70654296875,11852,11166,00:02.8398008
455.145,341.366666666667,0.7353515625,11888,11110,00:02.8554314
457.2825,342.506666666667,0.744384765625,11905,11082,00:02.8712259
459.705,343.52,0.748291015625,11943,11016,00:02.8712259
460.56,343.773333333333,0.748291015625,11943,11016,00:02.8867136
462.84,344.786666666667,0.754150390625,11957,10991,00:02.8867136
463.695,345.04,0.754150390625,11970,10966,00:02.9022850
465.975,345.673333333333,0.760009765625,11970,10966,00:02.9088033
465.975,345.673333333333,0.763916015625,11917,10927,00:02.9246670
468.3975,346.56,0.771728515625,11917,10927,00:02.9424751
470.9625,347.446666666667,0.780029296875,11868,10891,00:02.9424751
