X, Y, Pressure, TiltX, TiltY, Time
278.0175,320.593333333333,0.41552734375,7388,9977,00:04.8011799
280.0125,321.606666666667,0.441162109375,7388,9977,00:04.8011799
280.44,321.986666666667,0.420166015625,7388,9977,00:04.8228373
283.29,324.646666666667,0.343505859375,7378,9959,00:04.8228373
283.7175,324.9,0.366455078125,7378,9959,00:04.8384584
285,326.166666666667,0.426025390625,7362,9930,00:04.8544284
286.8525,327.94,0.492919921875,7362,9930,00:04.8698420
289.1325,329.713333333333,0.55126953125,7354,9913,00:04.8854992
291.555,331.486666666667,0.602294921875,7345,9897,00:04.9009329
293.6925,332.88,0.637939453125,7345,9897,00:04.9009329
294.405,333.386666666667,0.64892578125,7345,9897,00:04.9231048
299.535,336.68,0.703857421875,7345,9897,00:04.9387324
303.525,338.96,0.74267578125,7345,9897,00:04.9544156
307.8,341.746666666667,0.755859375,7345,9897,00:04.9700875
312.36,344.786666666667,0.767578125,7330,9864,00:04.9856125
316.7775,348.206666666667,0.80517578125,7322,9849,00:05.0011919
320.91,352.006666666667,0.82763671875,7307,9814,00:05.0011919
322.05,353.02,0.831787109375,7307,9814,00:05.0077423
323.0475,353.906666666667,0.835693359375,7307,9814,00:05.0233700
328.035,358.34,0.851318359375,7307,9814,00:05.0389918
332.7375,361.886666666667,0.863037109375,7307,9814,00:05.0546160
335.8725,364.8,0.87353515625,7307,9814,00:05.0546160
337.155,365.686666666667,0.877197265625,7307,9814,00:05.0702391
341.715,369.74,0.8896484375,7372,9804,00:05.0858690
347.2725,374.933333333333,0.900634765625,7372,9804,00:05.0858690
348.27,375.946666666667,0.900634765625,7372,9804,00:05.1080035
351.69,379.113333333333,0.906494140625,7372,9804,00:05.1236292
358.815,385.446666666667,0.911376953125,7372,9804,00:05.1236292
359.955,386.586666666667,0.91357421875,7372,9804,00:05.1392523
362.3775,388.74,0.91357421875,7372,9804,00:05.1392523
363.375,389.753333333333,0.915771484375,7372,9804,00:05.1548760
366.3675,392.92,0.917724609375,7372,9804,00:05.1705061
370.9275,397.48,0.919677734375,7372,9804,00:05.1861188
374.775,400.9,0.919677734375,7372,9804,00:05.2079713
378.6225,404.193333333333,0.919677734375,7372,9804,00:05.2079713
379.335,405.08,0.919677734375,7372,9804,00:05.2079713
380.3325,405.84,0.919677734375,7372,9804,00:05.2239104
384.0375,409.26,0.919677734375,7372,9804,00:05.2395730
387.6,412.173333333333,0.919677734375,7346,9744,00:05.2552716
390.8775,415.34,0.921630859375,7324,9689,00:05.2552716
391.7325,416.1,0.921630859375,7318,9672,00:05.2706384
394.155,418.38,0.921630859375,7305,9635,00:05.2706384
395.01,419.14,0.921630859375,7305,9635,00:05.2862114
397.575,421.04,0.921630859375,7305,9635,00:05.2862114
398.43,421.8,0.923583984375,7305,9635,00:05.3017219
401.1375,423.826666666667,0.929931640625,7305,9635,00:05.3239053
406.695,427.5,0.927001953125,7305,9635,00:05.3394824
410.2575,430.033333333333,0.927734375,7305,9635,00:05.3551007
413.82,432.693333333333,0.924560546875,7293,9599,00:05.3551007
414.5325,433.326666666667,0.924560546875,7288,9580,00:05.3707248
417.6675,435.986666666667,0.922607421875,7262,9488,00:05.3863526
421.23,439.66,0.922607421875,7244,9411,00:05.4084867
423.51,442.446666666667,0.919921875,7188,9407,00:05.4241117
428.355,447.133333333333,0.919921875,7137,9419,00:05.4397386
430.635,449.54,0.919921875,7085,9432,00:05.4553585
434.1975,454.1,0.919921875,7031,9421,00:05.4553585
435.0525,454.986666666667,0.919921875,7031,9421,00:05.4710047
437.0475,457.773333333333,0.919921875,7019,9349,00:05.4869944
440.04,461.066666666667,0.91796875,7005,9246,00:05.5085051
443.175,464.106666666667,0.91796875,6998,9163,00:05.5243946
448.59,468.793333333333,0.916015625,6997,9141,00:05.5398322
451.44,471.96,0.916015625,6873,9150,00:05.5584123
454.005,475,0.9140625,6873,9150,00:05.5594763
454.4325,475.76,0.9140625,6873,9150,00:05.5663074
455.43,477.153333333333,0.912109375,6870,9093,00:05.5819382
456.855,479.686666666667,0.91015625,6869,9021,00:05.5819382
457.2825,480.193333333333,0.91015625,6869,8994,00:05.5975569
458.7075,482.22,0.90576171875,6870,8919,00:05.5975569
458.85,482.853333333333,0.90576171875,6870,8898,00:05.6242082
461.2725,485.386666666667,0.90380859375,6870,8898,00:05.6242082
461.7,485.893333333333,0.90380859375,6870,8898,00:05.6398221
463.8375,487.793333333333,0.90380859375,6871,8877,00:05.6398221
464.265,488.426666666667,0.90380859375,6871,8877,00:05.6554402
467.4,491.086666666667,0.90380859375,6818,8874,00:05.6732908
470.25,493.746666666667,0.90380859375,6757,8870,00:05.6732908
470.9625,494.38,0.90380859375,6757,8870,00:05.6919286
474.24,496.66,0.90380859375,6757,8870,00:05.6919286
474.9525,497.166666666667,0.90380859375,6757,8870,00:05.7085744
477.375,498.94,0.90185546875,6757,8870,00:05.7242057
481.08,501.853333333333,0.90185546875,6757,8870,00:05.7398353
484.9275,504.513333333333,0.89990234375,6757,8870,00:05.7398353
485.4975,505.146666666667,0.89990234375,6757,8870,00:05.7554568
487.635,506.793333333333,0.89990234375,6757,8870,00:05.7710777
489.7725,509.073333333333,0.89794921875,6757,8870,00:05.7710777
490.3425,509.706666666667,0.89794921875,6757,8870,00:05.7866930
491.91,511.606666666667,0.89599609375,6705,8866,00:05.7866930
492.3375,512.24,0.89599609375,6705,8866,00:05.8085668
494.0475,514.393333333333,0.89599609375,6705,8866,00:05.8242527
497.1825,518.446666666667,0.89404296875,6705,8866,00:05.8398873
499.32,521.486666666667,0.89208984375,6705,8866,00:05.8554830
501.6,524.4,0.889892578125,6705,8866,00:05.8712436
504.0225,527.06,0.8876953125,6705,8866,00:05.8712436
504.5925,527.693333333333,0.8876953125,6705,8866,00:05.8868291
506.73,529.593333333333,0.8857421875,6705,8866,00:05.9023018
509.295,532.126666666667,0.8857421875,6705,8866,00:05.9023018
510.0075,532.76,0.883544921875,6705,8866,00:05.9244467
513.1425,535.673333333333,0.87939453125,6705,8866,00:05.9244467
513.7125,536.306666666667,0.87939453125,6705,8866,00:05.9400590
515.565,537.953333333333,0.87744140625,6705,8866,00:05.9400590
516.135,538.586666666667,0.87744140625,6705,8866,00:05.9556818
518.5575,540.866666666667,0.873291015625,6705,8866,00:05.9713005
520.98,543.146666666667,0.868896484375,6705,8866,00:05.9869636
523.83,545.68,0.86328125,6705,8866,00:05.9869636
524.4,546.186666666667,0.858642578125,6705,8866,00:06.0097313
526.2525,547.453333333333,0.847412109375,6705,8866,00:06.0253886
529.245,548.846666666667,0.8134765625,6705,8866,00:06.0409847
529.9575,549.226666666667,0.79931640625,6705,8866,00:06.0566064
534.09,551.76,0.635986328125,6705,8866,00:06.0566064
534.66,552.266666666667,0.4609375,6705,8866,00:06.0566064
462.84,311.98,0.107177734375,6225,8995,00:08.2679628
463.8375,311.473333333333,0.107177734375,6226,8902,00:08.2679628
464.1225,311.346666666667,0.119873046875,6137,8898,00:08.2841015
464.9775,310.966666666667,0.16064453125,6083,8865,00:08.3211467
466.6875,310.966666666667,0.32421875,6016,8830,00:08.3367914
469.11,311.98,0.48095703125,6021,8735,00:08.3367914
469.2525,312.36,0.501953125,6021,8735,00:08.3526066
470.535,313.12,0.552978515625,5970,8729,00:08.3680907
470.9625,314.006666666667,0.594970703125,5900,8722,00:08.3680907
470.9625,314.26,0.600830078125,5900,8722,00:08.3839666
470.535,315.146666666667,0.614990234375,5849,8716,00:08.3996212
469.5375,316.413333333333,0.63671875,5849,8716,00:08.4263980
468.9675,317.933333333333,0.671142578125,5910,8723,00:08.4274073
468.54,318.82,0.691650390625,5910,8723,00:08.4430357
468.1125,321.733333333333,0.73583984375,5910,8723,00:08.4430357
468.1125,322.493333333333,0.7431640625,5910,8723,00:08.4589195
467.4,325.786666666667,0.771240234375,5910,8723,00:08.4589195
466.9725,326.8,0.77783203125,5910,8723,00:08.4742892
466.1175,330.346666666667,0.797119140625,5910,8723,00:08.4742892
465.69,331.486666666667,0.803466796875,5910,8723,00:08.4899338
464.4075,334.78,0.8203125,5910,8723,00:08.5055607
462.6975,339.72,0.837890625,5912,8690,00:08.5055607
462.4125,340.986666666667,0.84130859375,5912,8690,00:08.5211784
461.13,345.673333333333,0.850341796875,5912,8690,00:08.5211784
460.7025,347.193333333333,0.85302734375,5912,8690,00:08.5367643
459.42,352.26,0.857666015625,5979,8669,00:08.5523825
457.5675,358.213333333333,0.867919921875,5993,8517,00:08.5523825
456.855,359.733333333333,0.87060546875,5997,8478,00:08.5701425
453.8625,366.066666666667,0.882080078125,6064,8461,00:08.5857758
448.4475,373.54,0.88720703125,6155,8361,00:08.6013977
444.7425,376.96,0.88720703125,6175,8248,00:08.6212491
439.185,381.9,0.88720703125,6212,8078,00:08.6212491
438.045,382.913333333333,0.88720703125,6275,8059,00:08.6368800
434.34,386.966666666667,0.88720703125,6338,8054,00:08.6525100
430.7775,391.4,0.88720703125,6338,8054,00:08.6681275
426.7875,395.96,0.88720703125,6338,8054,00:08.6681275
425.79,397.226666666667,0.88720703125,6346,8023,00:08.6837560
421.515,401.786666666667,0.88916015625,6373,7934,00:08.6837560
420.5175,402.926666666667,0.88916015625,6384,7899,00:08.6993773
417.6675,406.473333333333,0.88916015625,6416,7809,00:08.6993773
416.8125,407.613333333333,0.88916015625,6416,7809,00:08.7149963
414.39,411.033333333333,0.89111328125,6425,7784,00:08.7371344
409.1175,418.253333333333,0.89697265625,6476,7660,00:08.7371344
408.12,419.393333333333,0.89697265625,6495,7616,00:08.7528331
405.555,422.433333333333,0.899169921875,6565,7475,00:08.7528331
404.8425,423.32,0.9013671875,6586,7437,00:08.7840485
400.8525,429.02,0.903564453125,6675,7291,00:08.8152441
396.72,434.34,0.903564453125,6675,7291,00:08.8217510
395.7225,435.733333333333,0.903564453125,6675,7291,00:08.8374250
393.7275,438.393333333333,0.903564453125,6703,7250,00:08.8530082
391.7325,440.8,0.903564453125,6809,7203,00:08.8686300
389.4525,443.84,0.903564453125,6897,7095,00:08.8842451
387.315,446.5,0.903564453125,7020,7140,00:08.8998731
385.1775,449.54,0.903564453125,7090,7068,00:08.9220089
382.3275,453.213333333333,0.903564453125,7196,6970,00:08.9376414
379.62,456.506666666667,0.903564453125,7196,6970,00:08.9532695
376.9125,460.053333333333,0.903564453125,7236,7013,00:08.9532695
376.485,460.686666666667,0.903564453125,7254,6997,00:08.9688907
375.06,462.46,0.903564453125,7254,6997,00:08.9688907
374.6325,462.966666666667,0.903564453125,7254,6997,00:08.9845101
373.4925,464.74,0.903564453125,7254,6997,00:08.9845101
373.2075,465.246666666667,0.903564453125,7273,6982,00:09.0005627
372.21,466.766666666667,0.903564453125,7316,6948,00:09.0161522
370.785,468.92,0.903564453125,7354,6919,00:09.0221619
370.0725,469.933333333333,0.903564453125,7372,6906,00:09.0380639
368.6475,472.213333333333,0.903564453125,7411,6879,00:09.0534526
367.2225,474.62,0.903564453125,7471,6838,00:09.0534526
366.795,475.253333333333,0.903564453125,7471,6838,00:09.0690851
365.655,477.153333333333,0.905517578125,7510,6814,00:09.0846613
363.8025,479.686666666667,0.905517578125,7510,6814,00:09.1002828
361.95,482.22,0.905517578125,7576,6775,00:09.1002828
361.665,482.853333333333,0.905517578125,7602,6761,00:09.1158976
360.24,484.5,0.905517578125,7647,6737,00:09.1158976
359.955,485.006666666667,0.905517578125,7647,6737,00:09.1380359
357.8175,488.173333333333,0.907470703125,7725,6698,00:09.1380359
357.5325,488.68,0.907470703125,7725,6698,00:09.1536946
356.535,489.693333333333,0.909912109375,7725,6698,00:09.1692913
354.6825,492.1,0.912353515625,7725,6698,00:09.1849063
353.2575,494,0.90966796875,7778,6674,00:09.1849063
352.9725,494.38,0.90966796875,7778,6674,00:09.2005273
351.975,495.9,0.90966796875,7778,6674,00:09.2226658
350.4075,498.18,0.90966796875,7778,6674,00:09.2383073
348.84,500.333333333333,0.90771484375,7804,6662,00:09.2383073
348.555,500.713333333333,0.90771484375,7804,6662,00:09.2539282
347.8425,501.853333333333,0.90771484375,7826,6653,00:09.2695415
346.56,503.12,0.89990234375,7847,6644,00:09.2851601
345.42,504.386666666667,0.898681640625,7870,6635,00:09.3007903
344.28,505.78,0.904541015625,7894,6625,00:09.3164233
342.9975,507.173333333333,0.904541015625,7917,6616,00:09.3229340
342.4275,507.426666666667,0.904541015625,7917,6616,00:09.3386300
340.575,509.326666666667,0.904541015625,7995,6589,00:09.3386300
340.005,509.706666666667,0.904541015625,7995,6589,00:09.3545375
338.58,510.846666666667,0.904541015625,8074,6563,00:09.3699776
337.155,512.366666666667,0.904541015625,8156,6539,00:09.3699776
336.7275,512.746666666667,0.904541015625,8188,6531,00:09.3854329
335.73,513.76,0.904541015625,8212,6525,00:09.4010509
334.7325,514.646666666667,0.904541015625,8236,6519,00:09.4166712
333.45,515.913333333333,0.904541015625,8236,6519,00:09.4166712
333.3075,516.166666666667,0.904541015625,8236,6519,00:09.4388218
331.8825,517.813333333333,0.904541015625,8260,6513,00:09.4544909
331.3125,518.7,0.904541015625,8260,6513,00:09.4700713
330.315,519.84,0.904541015625,8284,6507,00:09.4856884
329.6025,520.6,0.904541015625,8284,6507,00:09.5013076
328.7475,522.246666666667,0.904541015625,8336,6496,00:09.5013076
328.605,522.5,0.904541015625,8361,6491,00:09.5234588
327.8925,523.513333333333,0.904541015625,8361,6491,00:09.5234588
327.8925,523.766666666667,0.904541015625,8386,6486,00:09.5390862
327.18,525.286666666667,0.90234375,8386,6486,00:09.5390862
327.0375,525.54,0.90234375,8386,6486,00:09.5547202
326.7525,526.3,0.899169921875,8386,6486,00:09.5706262
326.4675,526.806666666667,0.899169921875,8410,6482,00:09.5706262
326.4675,526.806666666667,0.899169921875,8410,6482,00:09.5863332
326.1825,527.186666666667,0.89404296875,8410,6482,00:09.6015951
326.1825,527.313333333333,0.88623046875,8410,6482,00:09.6172522
325.755,527.946666666667,0.87939453125,8410,6482,00:09.6394530
325.185,528.453333333333,0.87060546875,8410,6482,00:09.6550749
324.7575,528.833333333333,0.865478515625,8410,6482,00:09.6706498
324.4725,528.96,0.861572265625,8410,6482,00:09.6706498
324.1875,529.34,0.85400390625,8410,6482,00:09.6862695
323.9025,529.593333333333,0.841552734375,8410,6482,00:09.6862695
323.76,529.72,0.83837890625,8410,6482,00:09.7018900
323.3325,529.973333333333,0.82421875,8410,6482,00:09.7242190
323.0475,529.973333333333,0.8095703125,8410,6482,00:09.7242190
323.0475,529.973333333333,0.801025390625,8410,6482,00:09.7451530
322.7625,529.72,0.772705078125,8410,6482,00:09.7818571
322.05,526.68,0.6591796875,8410,6482,00:09.7818571
322.05,525.92,0.624755859375,8410,6482,00:09.7818571
561.735,373.793333333333,0.21435546875,5200,8670,00:14.2686561
562.4475,376.073333333333,0.2353515625,5200,8670,00:14.2846011
562.59,378.986666666667,0.26123046875,5200,8670,00:14.2846011
562.4475,379.746666666667,0.26416015625,5200,8670,00:14.3001743
562.305,381.9,0.28466796875,5200,8670,00:14.3001743
562.305,382.533333333333,0.29443359375,5200,8670,00:14.3157166
562.1625,384.433333333333,0.338623046875,5200,8670,00:14.3309314
561.45,387.22,0.415771484375,5200,8670,00:14.3465187
560.1675,390.386666666667,0.500244140625,5200,8670,00:14.3465187
559.5975,391.273333333333,0.522216796875,5200,8670,00:14.3532917
557.46,395.833333333333,0.56982421875,5200,8670,00:14.3715716
556.89,397.226666666667,0.5771484375,5200,8670,00:14.3778911
555.18,401.406666666667,0.608642578125,5200,8670,00:14.3945227
552.615,410.273333333333,0.65673828125,5200,8670,00:14.3945227
552.1875,412.173333333333,0.666259765625,5200,8670,00:14.4101569
550.7625,417.873333333333,0.69482421875,5200,8670,00:14.4257783
