X, Y, Pressure, TiltX, TiltY, Time
1159.665,708.573333333333,0.087890625,9113,5680,00:04.3932134
1161.09,710.093333333333,0.092529296875,9113,5680,00:04.4042012
1161.945,711.486666666667,0.18603515625,9113,5680,00:04.4042012
1162.0875,711.866666666667,0.209716796875,9113,5680,00:04.4187894
1162.3725,713.26,0.280029296875,9113,5680,00:04.4197821
1162.3725,713.64,0.296142578125,9113,5680,00:04.4341736
1162.9425,714.906666666667,0.339111328125,9113,5680,00:04.4351691
1162.8,715.413333333333,0.352783203125,9113,5680,00:04.4500527
1162.9425,716.046666666667,0.393798828125,9074,5679,00:04.4510935
1162.8,716.426666666667,0.4072265625,9074,5679,00:04.4652282
1162.6575,716.933333333333,0.460693359375,9074,5679,00:04.4883282
1162.6575,717.186666666667,0.5341796875,9074,5679,00:04.5036265
1162.515,717.313333333333,0.607421875,9038,5679,00:04.5193204
1161.8025,717.82,0.683349609375,9038,5679,00:04.5333945
1161.2325,717.946666666667,0.7236328125,9038,5679,00:04.5488243
1159.095,717.946666666667,0.74365234375,9038,5679,00:04.5663906
1157.2425,717.44,0.77783203125,9038,5679,00:04.5762325
1155.5325,716.933333333333,0.8046875,9038,5679,00:04.5921946
1153.8225,716.046666666667,0.819580078125,9038,5679,00:04.5932643
1153.395,715.793333333333,0.82421875,9038,5679,00:04.6066659
1151.8275,714.906666666667,0.84326171875,9038,5679,00:04.6140700
1151.2575,714.526666666667,0.850830078125,9038,5679,00:04.6224476
1149.2625,713.64,0.8583984375,8963,5679,00:04.6383508
1145.13,711.74,0.861328125,8964,5732,00:04.6521444
1141.5675,709.84,0.87158203125,8964,5732,00:04.6591204
1140.57,709.333333333333,0.874267578125,8964,5732,00:04.6759677
1136.58,707.306666666667,0.883056640625,8966,5896,00:04.6910051
1133.16,705.533333333333,0.896484375,9096,5950,00:04.7052352
1130.1675,704.013333333333,0.904541015625,9153,6054,00:04.7208883
1126.89,702.873333333333,0.921630859375,9150,6106,00:04.7359612
1123.3275,701.986666666667,0.92578125,9150,6106,00:04.7499008
1120.05,700.973333333333,0.934814453125,9244,6111,00:04.7658418
1116.915,700.213333333333,0.940673828125,9269,6168,00:04.7801331
1114.065,699.453333333333,0.94287109375,9385,6359,00:04.7945608
1111.5,698.693333333333,0.947265625,9512,6495,00:04.8116791
1108.7925,698.186666666667,0.9521484375,9583,6614,00:04.8264785
